Crime ID,Date & Time,Latitude,Longitude,Crime Type,Severity,Police Station Jurisdiction,Weather,Population Density,Proximity to Landmark (meters),Time of Day,Day of the Week,Holiday/Non-Holiday,Recurring Crime Location,Victim Age Group,Suspect Age Group,Weapon Involved,Arrest Made,Criminal Record Found,Number of Victims,Emergency Response Time (minutes),Crime Recorded by CCTV,Witnesses Present,Area Type,Economic Status of Area,Traffic Density,Nearby Facilities,Reporting Time (minutes)
756,1/11/2025 16:26,21.7633,79.4738,Vandalism,Medium,Desireeland,Cloudy,17912,501,Afternoon,Wednesday,Non-Holiday,TRUE,26-40,26-40,FALSE,FALSE,TRUE,2,22,TRUE,5,Suburban,Low-income,Medium,School,44
757,1/10/2025 9:04,26.4858,74.623,Burglary,Medium,Newmanburgh,Cloudy,20836,464,Evening,Thursday,Holiday,TRUE,60+,26-40,TRUE,FALSE,FALSE,1,12,TRUE,8,Rural,Middle-income,Medium,Train Station,2
758,1/3/2025 7:46,29.4679,75.9171,Theft,Medium,West Adrianton,Cloudy,15629,132,Evening,Sunday,Non-Holiday,FALSE,41-60,26-40,TRUE,TRUE,FALSE,5,8,TRUE,1,Suburban,High-income,Medium,Mall,4
759,1/17/2025 11:29,21.1906,78.6642,Theft,High,Michaelberg,Clear,13818,1724,Morning,Monday,Non-Holiday,TRUE,60+,41-60,TRUE,FALSE,FALSE,4,8,FALSE,5,Urban,Low-income,Low,Mall,24
760,1/12/2025 5:42,25.8132,73.7157,Vandalism,Medium,Kimfort,Cloudy,22187,299,Afternoon,Sunday,Non-Holiday,FALSE,41-60,18-25,TRUE,FALSE,TRUE,1,14,TRUE,0,Suburban,Low-income,Medium,Park,40
761,1/19/2025 9:13,24.8213,79.9807,Fraud,High,Keithfurt,Cloudy,20495,1249,Morning,Friday,Holiday,FALSE,18-25,41-60,FALSE,TRUE,TRUE,5,21,FALSE,6,Urban,Low-income,Medium,Hospital,52
762,1/10/2025 12:30,29.0418,78.2069,Vandalism,Low,Gentrybury,Rainy,24122,1137,Night,Sunday,Non-Holiday,FALSE,41-60,41-60,TRUE,TRUE,FALSE,3,21,FALSE,10,Suburban,High-income,High,Train Station,47
763,1/13/2025 18:26,25.4715,79.7163,Theft,High,Estradashire,Cloudy,14438,464,Afternoon,Wednesday,Holiday,TRUE,60+,41-60,TRUE,TRUE,TRUE,1,6,TRUE,4,Suburban,High-income,Low,Hospital,42
764,1/12/2025 18:26,28.6625,72.582,Assault,Low,Huntberg,Cloudy,8792,1736,Evening,Sunday,Non-Holiday,TRUE,26-40,18-25,FALSE,FALSE,FALSE,1,21,TRUE,10,Rural,Middle-income,High,Mall,44
765,1/14/2025 12:20,20.1041,74.4261,Burglary,High,Morastad,Cloudy,17552,890,Night,Tuesday,Non-Holiday,TRUE,60+,60+,FALSE,FALSE,FALSE,2,28,TRUE,2,Suburban,High-income,High,Mall,59
766,1/14/2025 3:11,23.0572,73.6732,Robbery,High,Lindsaychester,Clear,10664,1549,Morning,Saturday,Holiday,TRUE,18-25,26-40,TRUE,TRUE,TRUE,3,24,TRUE,0,Suburban,High-income,Low,School,34
767,1/13/2025 14:09,21.6922,74.0991,Assault,Low,Blackberg,Cloudy,23112,1048,Evening,Monday,Holiday,FALSE,60+,18-25,FALSE,TRUE,TRUE,3,20,FALSE,5,Suburban,High-income,Medium,Hospital,41
768,1/10/2025 16:13,21.9219,73.0853,Assault,High,Dianaton,Clear,15663,391,Morning,Friday,Non-Holiday,FALSE,26-40,18-25,FALSE,TRUE,TRUE,4,8,FALSE,2,Urban,Middle-income,High,Mall,13
769,1/18/2025 8:38,23.8719,77.7376,Assault,High,New Derekside,Cloudy,24089,481,Morning,Wednesday,Holiday,TRUE,26-40,26-40,FALSE,TRUE,TRUE,4,30,FALSE,10,Rural,Low-income,High,Train Station,16
770,1/20/2025 1:22,25.0845,73.151,Assault,Medium,Gordonton,Cloudy,16917,1538,Afternoon,Sunday,Holiday,FALSE,41-60,41-60,FALSE,TRUE,FALSE,4,28,FALSE,3,Urban,Middle-income,Medium,Mall,2
771,1/4/2025 12:53,25.2815,74.0883,Theft,High,Lake Blakeburgh,Rainy,8816,469,Night,Friday,Non-Holiday,TRUE,26-40,26-40,FALSE,TRUE,TRUE,1,15,TRUE,10,Rural,Middle-income,High,Park,47
772,1/16/2025 23:06,20.2376,75.9226,Theft,Low,Currystad,Cloudy,23294,1973,Afternoon,Tuesday,Holiday,TRUE,18-25,26-40,FALSE,FALSE,TRUE,5,11,TRUE,0,Urban,Middle-income,High,Park,39
773,1/3/2025 8:47,27.9192,77.4881,Vandalism,High,Lake Richard,Cloudy,21577,1868,Night,Wednesday,Holiday,FALSE,41-60,26-40,TRUE,FALSE,TRUE,1,11,TRUE,4,Suburban,Low-income,Medium,School,53
774,1/18/2025 13:34,25.2993,78.354,Theft,Low,Rosalesfort,Rainy,7176,810,Afternoon,Tuesday,Holiday,TRUE,26-40,26-40,FALSE,TRUE,TRUE,3,11,FALSE,4,Rural,High-income,High,Mall,4
775,1/4/2025 21:54,25.7329,73.5707,Robbery,High,Rickyton,Rainy,20404,269,Afternoon,Saturday,Non-Holiday,TRUE,18-25,26-40,FALSE,TRUE,TRUE,2,8,TRUE,2,Urban,High-income,High,Park,27
776,1/13/2025 15:48,24.1321,77.2815,Robbery,Low,East Rosestad,Cloudy,7924,337,Morning,Thursday,Non-Holiday,TRUE,26-40,26-40,TRUE,TRUE,TRUE,4,9,FALSE,10,Rural,High-income,Medium,Mall,13
777,1/7/2025 18:53,29.1803,77.9742,Assault,Low,Lindaburgh,Rainy,23739,494,Night,Thursday,Non-Holiday,TRUE,18-25,26-40,FALSE,FALSE,TRUE,2,29,FALSE,2,Urban,Low-income,Medium,School,51
778,1/15/2025 22:57,25.1423,75.1583,Burglary,Low,South Shannonburgh,Rainy,5286,1280,Evening,Tuesday,Holiday,FALSE,60+,26-40,TRUE,TRUE,FALSE,3,28,FALSE,1,Rural,High-income,High,School,52
779,1/12/2025 14:26,29.2377,77.7254,Burglary,High,Pettyville,Rainy,9200,1695,Night,Sunday,Holiday,TRUE,26-40,60+,TRUE,TRUE,FALSE,2,18,FALSE,8,Suburban,High-income,Medium,Park,20
780,1/3/2025 4:56,27.3883,73.0427,Robbery,Medium,Port Michaelhaven,Clear,10117,152,Afternoon,Thursday,Holiday,FALSE,18-25,41-60,TRUE,FALSE,TRUE,5,20,FALSE,0,Urban,High-income,High,School,29
781,1/3/2025 17:37,26.9073,79.712,Vandalism,Medium,South Patricia,Cloudy,5733,944,Afternoon,Tuesday,Holiday,FALSE,18-25,41-60,FALSE,FALSE,TRUE,1,12,FALSE,0,Urban,Low-income,Low,School,40
782,1/10/2025 19:00,22.9951,79.2408,Vandalism,High,West Deanna,Cloudy,19793,854,Night,Sunday,Non-Holiday,TRUE,41-60,60+,FALSE,FALSE,FALSE,4,10,TRUE,4,Suburban,Low-income,Low,Train Station,30
783,1/16/2025 9:17,23.776,72.8845,Burglary,Low,Lake Alberttown,Clear,21848,351,Morning,Tuesday,Holiday,FALSE,26-40,18-25,FALSE,FALSE,FALSE,1,20,TRUE,6,Rural,Low-income,High,School,34
784,1/9/2025 7:10,20.0717,77.8141,Theft,Medium,West Dorisside,Clear,9853,1313,Morning,Sunday,Holiday,FALSE,18-25,60+,TRUE,TRUE,TRUE,4,19,TRUE,3,Urban,Middle-income,High,Mall,22
785,1/18/2025 16:52,19.8768,72.3824,Theft,Medium,Reneefurt,Cloudy,14029,1107,Evening,Tuesday,Non-Holiday,TRUE,18-25,26-40,TRUE,TRUE,FALSE,2,16,FALSE,7,Suburban,High-income,Medium,Hospital,17
786,1/13/2025 0:30,24.4579,73.6365,Burglary,Low,Danielfurt,Rainy,11519,1474,Afternoon,Friday,Non-Holiday,TRUE,60+,41-60,FALSE,FALSE,FALSE,2,7,FALSE,9,Urban,High-income,Low,Mall,45
787,1/11/2025 8:12,28.3912,72.1518,Robbery,Medium,Navarrohaven,Rainy,18592,971,Morning,Wednesday,Non-Holiday,TRUE,18-25,18-25,TRUE,FALSE,FALSE,4,8,FALSE,0,Urban,High-income,High,Train Station,38
788,1/18/2025 21:01,21.5955,78.1462,Burglary,Low,East Erikafurt,Cloudy,23445,1650,Evening,Friday,Holiday,FALSE,26-40,18-25,FALSE,TRUE,TRUE,3,24,TRUE,9,Suburban,High-income,High,Park,60
789,1/1/2025 10:01,29.0383,78.2666,Burglary,Medium,Victoriaburgh,Cloudy,12329,1427,Morning,Tuesday,Non-Holiday,FALSE,18-25,60+,FALSE,FALSE,TRUE,4,17,TRUE,2,Urban,Middle-income,Medium,School,32
790,1/12/2025 20:48,24.2788,74.1294,Assault,Low,West Sergioborough,Rainy,19316,474,Afternoon,Saturday,Non-Holiday,TRUE,60+,18-25,TRUE,FALSE,TRUE,4,26,TRUE,0,Urban,Middle-income,Low,Hospital,30
791,1/7/2025 21:39,28.018,76.3244,Assault,Low,New Jasonhaven,Clear,18459,212,Afternoon,Saturday,Holiday,FALSE,18-25,18-25,TRUE,FALSE,FALSE,2,8,TRUE,7,Urban,High-income,High,Hospital,41
792,1/1/2025 10:28,25.4641,74.3181,Fraud,High,Port Angela,Clear,7313,1219,Night,Wednesday,Non-Holiday,TRUE,26-40,18-25,FALSE,FALSE,TRUE,5,19,FALSE,7,Urban,High-income,Low,School,52
793,1/5/2025 10:04,19.2826,76.3208,Vandalism,Medium,East Travis,Rainy,20508,1465,Morning,Sunday,Holiday,TRUE,60+,18-25,FALSE,FALSE,TRUE,1,10,FALSE,10,Rural,Middle-income,Low,Hospital,43
794,1/7/2025 23:38,23.6582,79.2305,Assault,Medium,New Steven,Cloudy,17848,1284,Night,Saturday,Holiday,FALSE,18-25,41-60,TRUE,TRUE,FALSE,1,30,FALSE,1,Suburban,Middle-income,Low,Park,58
795,1/19/2025 20:08,25.0703,73.9849,Vandalism,Medium,Kirkbury,Cloudy,23127,1243,Afternoon,Wednesday,Non-Holiday,FALSE,18-25,60+,FALSE,TRUE,FALSE,1,24,FALSE,10,Suburban,High-income,Medium,Park,35
796,1/12/2025 7:38,21.7352,74.1187,Burglary,Medium,Anthonyburgh,Clear,13704,1027,Evening,Tuesday,Holiday,FALSE,18-25,26-40,FALSE,TRUE,FALSE,2,10,FALSE,9,Urban,High-income,Medium,Train Station,35
797,1/9/2025 4:34,25.0138,72.0027,Burglary,Low,Meaganmouth,Rainy,22518,919,Afternoon,Friday,Holiday,FALSE,26-40,41-60,FALSE,FALSE,TRUE,5,19,TRUE,6,Urban,High-income,Low,School,20
798,1/12/2025 19:36,19.8124,79.9897,Robbery,High,New Lauren,Cloudy,13135,832,Afternoon,Sunday,Holiday,FALSE,18-25,26-40,TRUE,FALSE,FALSE,1,15,TRUE,3,Urban,Middle-income,Medium,Hospital,33
799,1/7/2025 3:48,20.0384,74.6596,Fraud,Low,North Benjaminfurt,Clear,16806,1956,Evening,Sunday,Non-Holiday,FALSE,26-40,41-60,TRUE,TRUE,FALSE,3,25,TRUE,3,Rural,Middle-income,Medium,School,51
800,1/3/2025 12:24,25.2394,75.2165,Robbery,Medium,Curtisfort,Cloudy,20867,1936,Morning,Sunday,Holiday,FALSE,18-25,18-25,FALSE,FALSE,TRUE,1,13,TRUE,7,Suburban,Middle-income,High,School,51
801,1/7/2025 22:42,21.4912,74.6116,Assault,Medium,Michelleburgh,Cloudy,17338,642,Night,Friday,Holiday,FALSE,60+,41-60,FALSE,FALSE,TRUE,3,15,FALSE,5,Rural,Low-income,Low,School,40
802,1/2/2025 10:24,20.4824,76.7929,Assault,Low,Isabelchester,Cloudy,20655,839,Afternoon,Saturday,Non-Holiday,TRUE,41-60,18-25,TRUE,FALSE,TRUE,4,26,TRUE,3,Rural,High-income,High,Park,14
803,1/17/2025 22:59,23.6337,73.9884,Fraud,High,Markburgh,Clear,8277,1154,Evening,Wednesday,Non-Holiday,TRUE,60+,60+,TRUE,TRUE,TRUE,5,25,FALSE,2,Suburban,High-income,High,Train Station,12
804,1/8/2025 3:52,19.5165,79.3641,Vandalism,High,Gailbury,Rainy,23243,1356,Night,Thursday,Non-Holiday,FALSE,18-25,41-60,FALSE,FALSE,TRUE,1,30,FALSE,5,Suburban,Middle-income,Medium,Park,22
805,1/4/2025 9:10,24.9127,72.2335,Vandalism,Medium,Port Matthew,Rainy,12232,493,Morning,Thursday,Holiday,TRUE,41-60,41-60,FALSE,FALSE,TRUE,2,29,FALSE,5,Rural,Middle-income,Low,School,26
806,1/15/2025 12:31,25.9589,76.8292,Theft,Low,Walkerstad,Clear,5300,1522,Night,Tuesday,Holiday,TRUE,26-40,26-40,FALSE,TRUE,FALSE,4,20,FALSE,4,Suburban,Low-income,Medium,Hospital,5
807,1/18/2025 12:06,23.2916,72.8293,Assault,Medium,North Heathershire,Cloudy,8274,289,Evening,Sunday,Non-Holiday,FALSE,18-25,18-25,TRUE,TRUE,FALSE,5,21,FALSE,7,Rural,Middle-income,High,Mall,13
808,1/13/2025 19:08,28.6208,73.3831,Burglary,Medium,Lake Amanda,Rainy,5446,1742,Evening,Thursday,Holiday,FALSE,41-60,26-40,FALSE,TRUE,TRUE,1,10,TRUE,3,Rural,Middle-income,Low,Park,22
809,1/11/2025 21:43,21.5077,74.7658,Burglary,High,Lake Alex,Rainy,22442,198,Night,Friday,Non-Holiday,TRUE,41-60,41-60,TRUE,FALSE,TRUE,1,26,TRUE,8,Suburban,Middle-income,Medium,Train Station,4
810,1/9/2025 23:24,19.3458,79.5566,Theft,Medium,Gonzalesville,Cloudy,17039,684,Night,Wednesday,Holiday,TRUE,18-25,18-25,TRUE,TRUE,TRUE,4,14,FALSE,10,Rural,High-income,Low,Park,29
811,1/12/2025 18:33,28.9129,75.1852,Assault,Low,Julianland,Cloudy,14616,1421,Afternoon,Thursday,Holiday,TRUE,26-40,60+,TRUE,TRUE,FALSE,3,27,TRUE,10,Rural,Low-income,Low,Hospital,51
812,1/16/2025 5:22,23.2573,73.9755,Robbery,Medium,Tylerbury,Rainy,11368,167,Night,Friday,Holiday,FALSE,26-40,41-60,TRUE,FALSE,TRUE,3,5,TRUE,10,Rural,Low-income,High,School,46
813,1/16/2025 10:22,28.5985,75.5243,Burglary,Medium,North Jameston,Cloudy,7194,1825,Night,Wednesday,Holiday,FALSE,41-60,41-60,FALSE,FALSE,FALSE,4,6,TRUE,8,Suburban,High-income,Low,Park,39
814,1/4/2025 2:49,25.815,75.6027,Burglary,Low,East Brittanybury,Clear,15502,593,Morning,Tuesday,Non-Holiday,FALSE,60+,60+,TRUE,TRUE,FALSE,3,20,TRUE,7,Urban,Middle-income,Medium,Mall,17
815,1/10/2025 17:20,23.1453,72.2914,Robbery,High,Reyesbury,Cloudy,22709,1631,Night,Saturday,Non-Holiday,TRUE,41-60,26-40,TRUE,TRUE,FALSE,2,21,TRUE,3,Rural,Low-income,Low,School,42
816,1/14/2025 2:51,26.2548,75.9998,Vandalism,Low,South Erin,Cloudy,11884,453,Morning,Saturday,Holiday,TRUE,26-40,18-25,TRUE,TRUE,TRUE,2,12,TRUE,0,Urban,Low-income,High,Hospital,25
817,1/12/2025 21:38,24.0744,75.0352,Robbery,Low,Fletcherbury,Cloudy,24558,1475,Night,Saturday,Non-Holiday,TRUE,18-25,18-25,FALSE,TRUE,FALSE,4,30,TRUE,4,Urban,High-income,Low,Hospital,19
818,1/5/2025 13:28,29.2141,77.199,Fraud,Low,New Michelle,Cloudy,21722,1646,Morning,Sunday,Non-Holiday,FALSE,60+,26-40,TRUE,FALSE,FALSE,4,23,FALSE,10,Urban,Low-income,Low,Mall,47
819,1/11/2025 21:02,27.504,72.1352,Vandalism,Low,North Donald,Clear,17126,1773,Evening,Wednesday,Non-Holiday,FALSE,18-25,41-60,TRUE,TRUE,FALSE,4,26,FALSE,6,Suburban,Low-income,Low,School,58
820,1/11/2025 16:46,26.1204,79.3291,Theft,Low,Courtneybury,Cloudy,7958,1541,Afternoon,Wednesday,Holiday,FALSE,41-60,18-25,FALSE,FALSE,FALSE,1,21,TRUE,5,Rural,Low-income,Medium,Park,36
821,1/13/2025 18:35,21.2253,76.4317,Vandalism,High,West Elizabeth,Cloudy,23594,1256,Night,Tuesday,Non-Holiday,FALSE,18-25,26-40,FALSE,TRUE,FALSE,5,26,FALSE,9,Urban,Middle-income,Low,Train Station,52
822,1/16/2025 14:13,25.505,73.4449,Vandalism,Low,North David,Cloudy,19892,1936,Night,Monday,Holiday,TRUE,18-25,18-25,TRUE,FALSE,FALSE,4,25,TRUE,6,Urban,Middle-income,Low,Hospital,55
823,1/16/2025 0:31,19.0643,79.5489,Burglary,Medium,Martinezmouth,Clear,7386,1705,Night,Wednesday,Non-Holiday,FALSE,18-25,60+,FALSE,FALSE,FALSE,1,26,TRUE,7,Suburban,Middle-income,High,Mall,51
824,1/8/2025 14:48,19.8209,76.3345,Fraud,High,East Maryfurt,Clear,14185,288,Night,Tuesday,Non-Holiday,FALSE,26-40,26-40,TRUE,FALSE,FALSE,5,23,TRUE,7,Urban,High-income,Medium,Train Station,18
825,1/8/2025 12:12,29.0787,72.8419,Burglary,Medium,Kevinberg,Cloudy,14622,863,Night,Sunday,Holiday,FALSE,60+,26-40,TRUE,TRUE,TRUE,3,20,TRUE,9,Urban,High-income,Low,School,41
826,1/7/2025 20:17,23.3923,79.4027,Theft,Medium,Edwardsmouth,Rainy,6731,1040,Afternoon,Tuesday,Holiday,FALSE,60+,26-40,TRUE,FALSE,FALSE,1,6,TRUE,7,Rural,High-income,High,Mall,11
827,1/10/2025 3:25,26.5773,77.7366,Assault,Low,Brownmouth,Clear,18752,248,Night,Friday,Non-Holiday,TRUE,60+,18-25,TRUE,FALSE,TRUE,1,8,FALSE,0,Rural,Low-income,Medium,School,53
828,1/10/2025 17:41,26.2263,74.5199,Vandalism,Low,Fischershire,Cloudy,6429,1623,Evening,Tuesday,Non-Holiday,TRUE,26-40,26-40,TRUE,TRUE,FALSE,1,30,FALSE,9,Suburban,High-income,Low,School,31
829,1/14/2025 16:10,21.8207,77.6053,Fraud,Low,Stewartstad,Cloudy,23808,1708,Evening,Friday,Non-Holiday,FALSE,26-40,26-40,FALSE,FALSE,TRUE,4,16,TRUE,9,Suburban,Middle-income,Medium,School,27
830,1/12/2025 12:15,28.1997,72.7047,Burglary,High,Davisborough,Cloudy,9628,1071,Afternoon,Sunday,Non-Holiday,TRUE,26-40,18-25,TRUE,FALSE,FALSE,1,9,FALSE,8,Rural,High-income,Medium,Mall,44
831,1/4/2025 11:28,21.0149,75.7462,Theft,Low,New Vincent,Cloudy,16794,996,Evening,Friday,Holiday,FALSE,26-40,60+,TRUE,FALSE,FALSE,5,18,TRUE,6,Suburban,Low-income,High,Hospital,15
832,1/18/2025 9:23,29.887,79.9716,Theft,High,Port Susanside,Cloudy,11397,1220,Evening,Tuesday,Non-Holiday,TRUE,60+,41-60,FALSE,TRUE,TRUE,3,15,TRUE,7,Suburban,Middle-income,High,School,26
833,1/18/2025 3:56,22.9612,76.959,Theft,Low,Lake Tiffany,Rainy,18011,426,Afternoon,Friday,Holiday,TRUE,18-25,41-60,FALSE,TRUE,TRUE,4,25,FALSE,0,Rural,High-income,Low,Mall,7
834,1/14/2025 3:33,29.4615,79.9743,Vandalism,High,North Kathrynport,Rainy,8104,1330,Morning,Tuesday,Non-Holiday,FALSE,60+,60+,TRUE,TRUE,TRUE,1,17,FALSE,3,Suburban,Middle-income,High,School,44
835,1/18/2025 22:38,20.9484,72.0052,Robbery,High,Josephburgh,Clear,10971,996,Evening,Sunday,Non-Holiday,TRUE,18-25,26-40,FALSE,TRUE,TRUE,3,8,FALSE,3,Rural,Low-income,Medium,Hospital,17
836,1/20/2025 1:31,23.8417,79.1248,Theft,Low,Mooretown,Rainy,14257,189,Night,Monday,Non-Holiday,TRUE,26-40,60+,TRUE,FALSE,FALSE,1,12,TRUE,0,Urban,Middle-income,Medium,Hospital,14
837,1/11/2025 10:14,29.6682,78.1829,Robbery,Low,Sullivanfurt,Cloudy,23971,342,Morning,Wednesday,Non-Holiday,TRUE,18-25,26-40,FALSE,TRUE,FALSE,1,7,FALSE,10,Rural,Low-income,Low,Train Station,57
838,1/15/2025 8:26,25.7691,79.1353,Burglary,Medium,West Whitneymouth,Rainy,12983,1962,Evening,Saturday,Non-Holiday,TRUE,18-25,41-60,FALSE,TRUE,TRUE,1,18,FALSE,9,Rural,Low-income,High,School,26
839,1/11/2025 10:55,25.2831,79.5432,Burglary,Low,Lake Rodney,Clear,22915,892,Night,Thursday,Non-Holiday,TRUE,26-40,60+,FALSE,TRUE,TRUE,2,23,FALSE,4,Rural,High-income,Medium,Mall,2
840,1/5/2025 21:39,19.0306,75.9262,Vandalism,Low,Leeside,Rainy,15750,116,Afternoon,Tuesday,Non-Holiday,TRUE,18-25,60+,TRUE,FALSE,FALSE,3,9,FALSE,2,Suburban,Low-income,Medium,Hospital,17
841,1/11/2025 22:36,21.0215,72.4892,Assault,High,Robinstad,Cloudy,9897,548,Afternoon,Wednesday,Non-Holiday,TRUE,18-25,18-25,TRUE,TRUE,FALSE,1,16,TRUE,0,Rural,High-income,High,Park,33
842,1/12/2025 21:51,21.786,72.1116,Robbery,Low,Halechester,Rainy,17864,1009,Afternoon,Sunday,Holiday,TRUE,41-60,41-60,FALSE,FALSE,FALSE,3,23,TRUE,1,Urban,High-income,High,Hospital,50
843,1/19/2025 2:51,23.6585,73.3399,Robbery,Low,Ethanburgh,Clear,18732,1474,Afternoon,Sunday,Holiday,TRUE,60+,41-60,FALSE,TRUE,TRUE,3,19,FALSE,0,Rural,High-income,Low,School,59
844,1/12/2025 23:17,23.8941,72.7267,Theft,Low,Port Nicholas,Clear,23046,112,Afternoon,Tuesday,Non-Holiday,TRUE,18-25,26-40,TRUE,FALSE,TRUE,5,23,FALSE,0,Rural,Middle-income,High,School,28
845,1/19/2025 17:10,20.1706,72.8965,Vandalism,Low,Jennifermouth,Cloudy,17170,780,Morning,Saturday,Non-Holiday,FALSE,60+,26-40,TRUE,FALSE,TRUE,1,29,FALSE,3,Suburban,High-income,High,Hospital,55
846,1/1/2025 22:23,21.3754,76.3799,Vandalism,High,East Kimberlyfort,Clear,21663,1960,Night,Tuesday,Non-Holiday,FALSE,41-60,18-25,TRUE,TRUE,TRUE,4,10,TRUE,0,Urban,High-income,Low,Hospital,19
847,1/3/2025 23:22,24.9032,77.0022,Assault,Low,West Jamieland,Cloudy,10095,221,Evening,Monday,Non-Holiday,FALSE,60+,41-60,TRUE,TRUE,TRUE,1,18,FALSE,9,Rural,High-income,Low,School,44
848,1/11/2025 7:30,20.3919,77.0184,Robbery,Low,Melaniechester,Clear,11811,203,Evening,Saturday,Holiday,TRUE,26-40,26-40,FALSE,FALSE,FALSE,2,27,TRUE,3,Suburban,High-income,Low,School,58
849,1/14/2025 0:26,27.5453,73.0451,Robbery,Medium,Trevorstad,Rainy,6541,933,Evening,Thursday,Holiday,TRUE,18-25,41-60,TRUE,FALSE,FALSE,4,16,FALSE,9,Urban,High-income,High,Mall,9
850,1/5/2025 6:45,27.447,77.4703,Fraud,Low,South Ryanville,Cloudy,7937,951,Morning,Thursday,Non-Holiday,FALSE,18-25,26-40,TRUE,TRUE,TRUE,3,12,FALSE,1,Rural,Middle-income,Medium,Mall,10
851,1/16/2025 11:52,25.2424,78.4117,Assault,Low,North Tammyborough,Rainy,20953,128,Morning,Wednesday,Non-Holiday,FALSE,60+,60+,FALSE,TRUE,FALSE,2,27,FALSE,2,Urban,High-income,High,Park,24
852,1/12/2025 12:27,22.9784,74.4256,Theft,Medium,Port Mindyton,Rainy,6185,1003,Night,Thursday,Holiday,FALSE,26-40,26-40,FALSE,FALSE,TRUE,3,25,FALSE,2,Suburban,Low-income,Low,Mall,25
853,1/8/2025 10:01,20.4816,79.0565,Robbery,Low,Harrisland,Rainy,9812,623,Afternoon,Sunday,Non-Holiday,TRUE,41-60,41-60,FALSE,TRUE,TRUE,5,21,TRUE,8,Rural,Middle-income,High,Hospital,7
854,1/11/2025 21:08,27.139,79.4424,Assault,High,Angelashire,Clear,15195,1958,Morning,Saturday,Non-Holiday,FALSE,26-40,26-40,FALSE,TRUE,TRUE,3,19,TRUE,5,Rural,Low-income,Medium,Hospital,16
855,1/2/2025 23:21,21.474,74.0859,Assault,Low,Stephenchester,Cloudy,12893,258,Morning,Saturday,Non-Holiday,FALSE,60+,18-25,FALSE,FALSE,FALSE,4,29,FALSE,9,Rural,Middle-income,Medium,Train Station,51
856,1/19/2025 10:50,23.9888,76.6946,Fraud,Medium,Kerrstad,Cloudy,15993,508,Evening,Tuesday,Non-Holiday,FALSE,60+,41-60,FALSE,FALSE,FALSE,1,18,TRUE,4,Urban,Low-income,Low,Train Station,19
857,1/2/2025 3:32,23.0693,76.2839,Robbery,High,Ashleytown,Rainy,15038,1140,Morning,Sunday,Non-Holiday,TRUE,60+,26-40,FALSE,FALSE,FALSE,4,14,FALSE,2,Urban,Low-income,Low,Park,56
858,1/7/2025 12:03,29.7892,73.0937,Theft,High,East Cheryl,Cloudy,8888,644,Afternoon,Thursday,Holiday,FALSE,18-25,41-60,TRUE,TRUE,TRUE,4,8,FALSE,5,Suburban,Low-income,High,School,29
859,1/16/2025 8:58,25.2323,73.7601,Vandalism,Low,Lisachester,Clear,5592,161,Morning,Thursday,Non-Holiday,TRUE,26-40,18-25,TRUE,FALSE,FALSE,1,22,FALSE,5,Urban,Low-income,Medium,Train Station,48
860,1/19/2025 23:27,28.8589,75.4636,Burglary,Medium,Ortizstad,Rainy,13750,1828,Night,Monday,Holiday,FALSE,26-40,26-40,TRUE,FALSE,FALSE,2,12,FALSE,7,Suburban,Low-income,High,Park,26
861,1/5/2025 14:56,26.5017,75.2539,Assault,Medium,East Hannah,Clear,8652,670,Morning,Saturday,Holiday,FALSE,26-40,60+,TRUE,TRUE,FALSE,3,25,TRUE,0,Urban,Low-income,Medium,Mall,47
862,1/15/2025 9:47,20.4083,74.4735,Theft,Medium,Campbellburgh,Cloudy,11385,345,Night,Monday,Non-Holiday,TRUE,18-25,26-40,FALSE,TRUE,FALSE,2,6,TRUE,1,Urban,Middle-income,High,Train Station,23
863,1/10/2025 22:11,26.8011,76.1448,Vandalism,Low,New Erikshire,Cloudy,5877,1330,Afternoon,Friday,Non-Holiday,TRUE,41-60,26-40,FALSE,FALSE,TRUE,2,9,TRUE,2,Rural,High-income,Medium,Mall,45
864,1/5/2025 6:19,25.7754,79.149,Burglary,High,Millerside,Clear,5046,688,Evening,Sunday,Non-Holiday,TRUE,41-60,26-40,TRUE,TRUE,FALSE,4,7,FALSE,0,Suburban,Middle-income,Low,School,36
865,1/1/2025 20:42,29.7374,72.3645,Assault,Medium,West Heidi,Cloudy,21313,1713,Morning,Sunday,Holiday,TRUE,60+,18-25,TRUE,TRUE,FALSE,1,9,FALSE,1,Suburban,High-income,High,Mall,58
866,1/10/2025 18:12,29.5902,77.4222,Fraud,Low,Millerland,Cloudy,7937,1859,Night,Saturday,Non-Holiday,FALSE,41-60,60+,FALSE,TRUE,FALSE,4,29,FALSE,2,Urban,Low-income,Low,Mall,10
867,1/13/2025 19:46,29.4751,79.3571,Burglary,Low,Franklinchester,Cloudy,8477,1644,Evening,Wednesday,Holiday,FALSE,26-40,26-40,TRUE,FALSE,FALSE,1,17,TRUE,9,Suburban,Low-income,Medium,School,58
868,1/12/2025 9:48,23.2857,78.6649,Fraud,High,West Sheri,Rainy,13016,236,Morning,Friday,Holiday,FALSE,60+,60+,FALSE,TRUE,TRUE,1,20,FALSE,3,Rural,Middle-income,Low,Hospital,21
